"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.078229578,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.185867148,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.227980717,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.364904936,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.001769714,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.79303126,
"FIN","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.022882087,
"FIN","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.251187837,
"FIN","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.049759285,
"FIN","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.911577028,
"FIN","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.028975133,
"FIN","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.359528353,
"FIN","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-0.178271278,
"FIN","QGDP","TOT","PC_CHGPP","Q","2022-Q4",-0.505153587,
"FIN","QGDP","TOT","PC_CHGPP","Q","2023-Q1",0.418824897,
"FIN","QGDP","TOT","PC_CHGPP","Q","2023-Q2",0.680943788,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.651351507,
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.118766163,
"NLD","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.487706795,
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.826416375,
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.297512296,
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.213677408,
"NLD","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.572641066,
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.327838614,
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.348639597,
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q3",6.376224562,
"NLD","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.634352785,
"NLD","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.224262986,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2021-Q2",3.086725669,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.914124475,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.798697174,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.517007219,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.84199198,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-0.185737239,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.86436159,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2023-Q1",-0.432351603,"P"
"NLD","QGDP","TOT","PC_CHGPP","Q","2023-Q2",-0.314952389,"P"
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.697342921,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.722035914,
"USA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.181783198,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.54271061,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.67300894,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.889966473,
"USA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.443046894,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.175154201,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.484336154,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.854483117,
"USA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.963213279,
"USA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.542791999,
"USA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.707015905,
"USA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.656694491,
"USA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.69569402,
"USA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.410338185,
"USA","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-0.144633973,
"USA","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.801155209,
"USA","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.637397896,
"USA","QGDP","TOT","PC_CHGPP","Q","2023-Q1",0.496811816,
"USA","QGDP","TOT","PC_CHGPP","Q","2023-Q2",0.59818289,
"SVK","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.183224631,
"SVK","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.996153156,
"SVK","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.511311339,
"SVK","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.763414236,
"SVK","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.295614613,
"SVK","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.348261603,
"SVK","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.621735158,
"SVK","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-3.134956621,
"SVK","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-7.46027408,
"SVK","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.693983636,
"SVK","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.766944357,
"SVK","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.137960278,
"SVK","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.734053557,
"SVK","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.629628001,
"SVK","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.38260571,
"SVK","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.251823401,
"SVK","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.187530698,
"SVK","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.351415174,
"SVK","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.250139069,
"SVK","QGDP","TOT","PC_CHGPP","Q","2023-Q1",0.314770972,
"SVK","QGDP","TOT","PC_CHGPP","Q","2023-Q2",0.400204825,
"MEX","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.070420851,
"MEX","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.275459596,
"MEX","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-0.047943554,
"MEX","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.047345394,
"MEX","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.424727753,
"MEX","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.23268088,
"MEX","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.458908523,
"MEX","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.987918336,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-17.805105362,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2020-Q3",13.165268101,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2020-Q4",4.332002463,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.330925513,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.754465272,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-1.101559669,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.18168164,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.017486593,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.104230605,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.914975866,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.578563946,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2023-Q1",1.020610932,"P"
"MEX","QGDP","TOT","PC_CHGPP","Q","2023-Q2",0.899998473,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.452534656,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.390736331,
"BEL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.977159917,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.273895575,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.553530566,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.727681583,
"BEL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.595620803,
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-2.89034274,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.398144339,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",11.756391474,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.487440109,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",1.424953383,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.76805788,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.346713164,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.575202199,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.616443141,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.533696652,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.314202108,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.055071292,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2023-Q1",0.370666598,"P"
"BEL","QGDP","TOT","PC_CHGPP","Q","2023-Q2",0.199643555,
"ISR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.456114271,
"ISR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.928794764,
"ISR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.854497446,
"ISR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.826456111,
"ISR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.219619386,
"ISR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",1.225088042,
"ISR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.866874665,
"ISR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.727876889,
"ISR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.099409972,
"ISR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",8.99844252,
"ISR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.54212448,
"ISR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",0.195798649,
"ISR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",3.882126077,
"ISR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.132843556,
"ISR","QGDP","TOT","PC_CHGPP","Q","2021-Q4",4.36380009,
"ISR","QGDP","TOT","PC_CHGPP","Q","2022-Q1",-0.62032275,
"ISR","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.703626133,
"ISR","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.417250669,
"ISR","QGDP","TOT","PC_CHGPP","Q","2022-Q4",1.139535251,
"ISR","QGDP","TOT","PC_CHGPP","Q","2023-Q1",0.70751904,
"ISR","QGDP","TOT","PC_CHGPP","Q","2023-Q2",0.742198126,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.657521797,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-1.627935541,
"TUR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-3.184115348,
"TUR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.877789373,
"TUR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",2.567800293,
"TUR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.352907742,
"TUR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.279908419,
"TUR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.849325473,
"TUR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.371752592,
"TUR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",15.649317805,
"TUR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.084647787,
"TUR","QGDP","TOT","PC_CHGPP","Q","2021-Q1",2.616659059,
"TUR","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.994956988,
"TUR","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.714482826,
"TUR","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.575638393,
"TUR","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.732925413,
"TUR","QGDP","TOT","PC_CHGPP","Q","2022-Q2",1.845509858,
"TUR","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-0.08052983,
"TUR","QGDP","TOT","PC_CHGPP","Q","2022-Q4",0.937447501,
"TUR","QGDP","TOT","PC_CHGPP","Q","2023-Q1",0.314712325,
"LVA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.646256452,
"LVA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.222524257,
"LVA","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.71517089,
"LVA","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.375415395,
"LVA","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.758181551,
"LVA","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.038055269,
"LVA","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.0689346,
"LVA","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.372202787,
"LVA","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-6.705625645,
"LVA","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.77158449,
"LVA","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.875765921,
"LVA","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.467089189,
"LVA","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.616588614,
"LVA","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.154457063,
"LVA","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.690062256,
"LVA","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.384518418,
"LVA","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.154573243,
"LVA","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-1.397252662,
"LVA","QGDP","TOT","PC_CHGPP","Q","2022-Q4",1.072056041,
"LVA","QGDP","TOT","PC_CHGPP","Q","2023-Q1",0.470586503,
"LVA","QGDP","TOT","PC_CHGPP","Q","2023-Q2",-0.623651369,
"CZE","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.591257726,
"CZE","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.732565624,
"CZE","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.764833886,
"CZE","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.871113308,
"CZE","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.654904017,
"CZE","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.697900552,
"CZE","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.539508383,
"CZE","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-3.31490351,
"CZE","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.875702165,
"CZE","QGDP","TOT","PC_CHGPP","Q","2020-Q3",7.0042707,
"CZE","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.2294293,
"CZE","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-0.632487408,
"CZE","QGDP","TOT","PC_CHGPP","Q","2021-Q2",1.435029494,
"CZE","QGDP","TOT","PC_CHGPP","Q","2021-Q3",1.752628788,
"CZE","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.832033599,
"CZE","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.587319173,
"CZE","QGDP","TOT","PC_CHGPP","Q","2022-Q2",0.152875174,
"CZE","QGDP","TOT","PC_CHGPP","Q","2022-Q3",-0.225657498,
"CZE","QGDP","TOT","PC_CHGPP","Q","2022-Q4",-0.391728159,
"CZE","QGDP","TOT","PC_CHGPP","Q","2023-Q1",-0.04104265,
"CZE","QGDP","TOT","PC_CHGPP","Q","2023-Q2",0.10291341,"P"
"POL","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.399165353,
"POL","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.230991089,
"POL","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.962913584,
"POL","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.427037071,
"POL","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.909822232,
"POL","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.727751926,
"POL","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.635614822,
"POL","QGDP","TOT","PC_CHGPP","Q","2020-Q1",0.760148926,
"POL","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.192995736,
"POL","QGDP","TOT","PC_CHGPP","Q","2020-Q3",6.740460953,
"POL","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.113792974,
"POL","QGDP","TOT","PC_CHGPP","Q","2021-Q1",2.638918247,
"POL","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.136349903,
"POL","QGDP","TOT","PC_CHGPP","Q","2021-Q3",2.102177038,
"POL","QGDP","TOT","PC_CHGPP","Q","2021-Q4",1.775211555,
"POL","QGDP","TOT","PC_CHGPP","Q","2022-Q1",4.460651757,
"POL","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-2.479254982,
"POL","QGDP","TOT","PC_CHGPP","Q","2022-Q3",1.013006037,
"POL","QGDP","TOT","PC_CHGPP","Q","2022-Q4",-2.274302355,
"POL","QGDP","TOT","PC_CHGPP","Q","2023-Q1",3.837076518,
"POL","QGDP","TOT","PC_CHGPP","Q","2023-Q2",-3.671313411,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.813006393,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.928358437,
"DEU","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.861334935,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.685087549,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.037282015,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.018652274,
"DEU","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.298430417,
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.766715965,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-9.219127614,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q3",8.914608255,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.784989704,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q1",-1.272726481,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q2",2.232064629,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q3",0.668170777,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2021-Q4",0.009349315,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2022-Q1",1.002566571,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-0.129572944,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2022-Q3",0.361414068,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2022-Q4",-0.406272994,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2023-Q1",-0.092721961,"P"
"DEU","QGDP","TOT","PC_CHGPP","Q","2023-Q2",0.018569699,"E"
"LUX","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.652452046,
"LUX","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.891876842,
"LUX","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.400454613,
"LUX","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.351834631,
"LUX","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.632471047,
"LUX","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.02319646,
"LUX","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.636140038,
"LUX","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.011641569,
"LUX","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-5.859405939,
"LUX","QGDP","TOT","PC_CHGPP","Q","2020-Q3",8.176947746,
"LUX","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-0.328720806,
"LUX","QGDP","TOT","PC_CHGPP","Q","2021-Q1",2.224297144,
"LUX","QGDP","TOT","PC_CHGPP","Q","2021-Q2",0.169057658,
"LUX","QGDP","TOT","PC_CHGPP","Q","2021-Q3",-0.046329661,
"LUX","QGDP","TOT","PC_CHGPP","Q","2021-Q4",2.180236336,
"LUX","QGDP","TOT","PC_CHGPP","Q","2022-Q1",0.215141055,
"LUX","QGDP","TOT","PC_CHGPP","Q","2022-Q2",-0.10775006,
"LUX","QGDP","TOT","PC_CHGPP","Q","2022-Q3",1.478172075,
"LUX","QGDP","TOT","PC_CHGPP","Q","2022-Q4",-3.694268913,
"LUX","QGDP","TOT","PC_CHGPP","Q","2023-Q1",2.011945563,"P"
"PRT","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.779536523,
"PRT","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.525723942,
"PRT","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.608994992,
"PRT","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.882987755,
"PRT","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.571006817,
"PRT","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.451880731,
"PRT","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.820784598,
"PRT","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-4.355487705,
"PRT","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-15.119496961,
"PRT","QGDP","TOT","PC_CHGPP","Q","2020-Q3",14.588001222,
